target,position,layer,r2,r2_shuffled,r2_random
c1x~nonlin,val_x,20,-0.003259403513172332,-0.00830642106031787,-0.004724433385171922
y~nonlin,val_x,20,-0.0008841786670559237,-0.003915598537359122,-0.005847231648418605
c2y~nonlin,val_x,20,-0.004614919091776137,-0.009206284691698707,-0.002784739359993127
answer,val_x,22,0.6437238189205929,-0.003015120027365814,0.5956453830305701
x,val_x,22,0.9844369593485279,-0.005385038875133308,0.9365781254055292
c1x,val_x,22,0.8118021016640626,-0.019202768269929837,0.7887573437109054
y,val_x,22,0.7792691909202771,-0.0023886868964344554,0.7286251498608224
c2y,val_x,22,0.6445800954181036,-0.007042246740662783,0.5992875872086312
answer~nonlin,val_x,22,-0.006809983074989923,-0.014686673755731405,-0.003017184390682992
x~nonlin,val_x,22,0.7111776137119092,0.007398026220628573,0.6300241455315512
c1x~nonlin,val_x,22,0.00035464772325888294,-0.008827652515221551,-0.0033055743040817376
y~nonlin,val_x,22,-0.0007212598176888907,-0.006366946851464661,-0.0037841353505947417
c2y~nonlin,val_x,22,-0.005179638063253833,-0.006237661939158867,-0.002847078699198091
answer,val_x,24,0.642496194544883,-0.005951938887546193,0.5781415985018012
x,val_x,24,0.978225485495815,-0.00614603543424197,0.8920552355008271
c1x,val_x,24,0.8035247863271662,-0.01465499820134708,0.7476445243984804
y,val_x,24,0.775335299662969,0.0010116791775375278,0.698005378310745
c2y,val_x,24,0.644132204773155,-0.009435768737499073,0.5807473584665697
answer~nonlin,val_x,24,-0.008715081579734774,-0.011921885298625812,-0.00290189851181899
x~nonlin,val_x,24,0.6939495830087823,0.00795355716627033,0.5851786565106472
c1x~nonlin,val_x,24,0.0016431010835016302,-0.008997037855224876,-0.003429198865621652
y~nonlin,val_x,24,-0.0017685015138617644,-0.008614913137172664,-0.004969811645556765
c2y~nonlin,val_x,24,-0.006209036374530408,-0.006262578305746169,-0.002724068272232927
answer,val_x,26,0.5991525142954612,-0.004142950231840414,0.4624533433194534
x,val_x,26,0.9631239220608259,-0.0025425051456797743,0.7717194647400535
c1x,val_x,26,0.7802584326318963,-0.011838489788656537,0.6213180777211295
y,val_x,26,0.7342746162162854,-0.0018389825545039873,0.5778503119740033
c2y,val_x,26,0.6021232238200775,-0.004606781801137494,0.4665109720666639
answer~nonlin,val_x,26,-0.006185064306751364,-0.012172634098696289,-0.003610847697884667
x~nonlin,val_x,26,0.6368833114059975,0.006779290916427927,0.46853582841238084
c1x~nonlin,val_x,26,0.001498339570996876,-0.010869463722130046,-0.0036339865358323564
y~nonlin,val_x,26,-0.0011744265491606676,-0.009933467562751153,-0.002660678516209769
c2y~nonlin,val_x,26,-0.0039185648633659476,0.0007856499597206357,-0.005925394031846221
answer,val_x,28,0.5672102415000515,-0.0036813761127223454,0.2823706575784567
x,val_x,28,0.9298411030394494,-0.003152333091268389,0.530721432648376
c1x,val_x,28,0.7431210969505636,-0.013670459467854501,0.40328249002495664
y,val_x,28,0.7012315107636844,0.004458110265421089,0.3883473509010288
c2y,val_x,28,0.5681594272647441,-0.004516199664968079,0.28896809159050496
answer~nonlin,val_x,28,-0.005007862185521406,-0.00806606267634935,-0.008935345502337988
x~nonlin,val_x,28,0.5950255336360301,0.007458468640853533,0.31758758968372214
c1x~nonlin,val_x,28,-0.0014860815843038555,-0.009986832648986255,-0.004393566303160679
y~nonlin,val_x,28,-0.004972584483508902,-0.008176004851065288,-0.003731929347928986
