target,position,layer,top1_first_digit,top1_shuffled
x,dot_15,2,0.104,0.082
c1x,dot_15,2,0.132,0.139
y,dot_15,2,0.134,0.12
c2y,dot_15,2,0.103,0.12
answer,dot_15,3,0.107,0.1
x,dot_15,3,0.098,0.084
c1x,dot_15,3,0.144,0.112
y,dot_15,3,0.131,0.132
c2y,dot_15,3,0.103,0.115
answer,dot_15,4,0.097,0.101
x,dot_15,4,0.103,0.1
c1x,dot_15,4,0.121,0.105
y,dot_15,4,0.111,0.107
c2y,dot_15,4,0.1,0.106
answer,dot_15,5,0.095,0.096
x,dot_15,5,0.101,0.097
c1x,dot_15,5,0.119,0.113
y,dot_15,5,0.11,0.103
c2y,dot_15,5,0.095,0.094
answer,dot_15,6,0.09,0.095
x,dot_15,6,0.099,0.091
c1x,dot_15,6,0.108,0.103
y,dot_15,6,0.12,0.097
c2y,dot_15,6,0.083,0.096
answer,dot_15,7,0.087,0.096
x,dot_15,7,0.101,0.088
c1x,dot_15,7,0.114,0.13
y,dot_15,7,0.125,0.11
c2y,dot_15,7,0.083,0.107
answer,dot_15,8,0.1,0.103
x,dot_15,8,0.101,0.097
c1x,dot_15,8,0.099,0.096
y,dot_15,8,0.109,0.113
c2y,dot_15,8,0.097,0.113
answer,dot_15,9,0.109,0.087
x,dot_15,9,0.105,0.102
c1x,dot_15,9,0.092,0.112
y,dot_15,9,0.102,0.125
c2y,dot_15,9,0.106,0.092
answer,dot_15,10,0.095,0.099
x,dot_15,10,0.087,0.097
c1x,dot_15,10,0.11,0.108
y,dot_15,10,0.104,0.112
c2y,dot_15,10,0.089,0.102
answer,dot_15,11,0.091,0.089
x,dot_15,11,0.106,0.097
c1x,dot_15,11,0.104,0.098
y,dot_15,11,0.108,0.103
c2y,dot_15,11,0.082,0.108
answer,dot_15,12,0.106,0.101
x,dot_15,12,0.113,0.097
c1x,dot_15,12,0.095,0.111
y,dot_15,12,0.105,0.104
c2y,dot_15,12,0.099,0.115
answer,dot_15,13,0.098,0.097
x,dot_15,13,0.117,0.084
c1x,dot_15,13,0.09,0.093
y,dot_15,13,0.085,0.104
c2y,dot_15,13,0.091,0.103
answer,dot_15,14,0.106,0.102
x,dot_15,14,0.111,0.098
c1x,dot_15,14,0.094,0.106
y,dot_15,14,0.104,0.099
c2y,dot_15,14,0.103,0.099
answer,dot_15,15,0.117,0.112
x,dot_15,15,0.114,0.097
c1x,dot_15,15,0.127,0.143
y,dot_15,15,0.125,0.128
c2y,dot_15,15,0.124,0.088
answer,dot_15,16,0.099,0.107
x,dot_15,16,0.108,0.097
c1x,dot_15,16,0.111,0.131
y,dot_15,16,0.116,0.123
c2y,dot_15,16,0.116,0.096
answer,dot_15,17,0.125,0.104
x,dot_15,17,0.106,0.096
c1x,dot_15,17,0.094,0.099
y,dot_15,17,0.096,0.11
c2y,dot_15,17,0.116,0.105
answer,dot_15,18,0.128,0.103
x,dot_15,18,0.09,0.085
c1x,dot_15,18,0.126,0.139
y,dot_15,18,0.117,0.138
c2y,dot_15,18,0.12,0.107
answer,dot_15,19,0.104,0.103
x,dot_15,19,0.099,0.099
c1x,dot_15,19,0.116,0.13
y,dot_15,19,0.114,0.124
c2y,dot_15,19,0.111,0.111
answer,dot_15,20,0.104,0.116
x,dot_15,20,0.098,0.095
c1x,dot_15,20,0.094,0.1
y,dot_15,20,0.08,0.107
c2y,dot_15,20,0.103,0.119
answer,dot_15,21,0.089,0.083
x,dot_15,21,0.089,0.085
c1x,dot_15,21,0.088,0.08
y,dot_15,21,0.073,0.094
c2y,dot_15,21,0.088,0.093
answer,dot_15,22,0.093,0.088
x,dot_15,22,0.076,0.091
c1x,dot_15,22,0.102,0.091
y,dot_15,22,0.088,0.085
c2y,dot_15,22,0.091,0.086
answer,dot_15,23,0.088,0.083
x,dot_15,23,0.106,0.066
c1x,dot_15,23,0.089,0.101
y,dot_15,23,0.086,0.088
c2y,dot_15,23,0.087,0.09
answer,dot_15,24,0.093,0.095
x,dot_15,24,0.224,0.074
c1x,dot_15,24,0.09,0.105
y,dot_15,24,0.086,0.099
c2y,dot_15,24,0.089,0.094
answer,dot_15,25,0.095,0.081
x,dot_15,25,0.246,0.089
c1x,dot_15,25,0.085,0.096
y,dot_15,25,0.091,0.1
c2y,dot_15,25,0.088,0.098
answer,dot_15,26,0.103,0.09
x,dot_15,26,0.281,0.103
c1x,dot_15,26,0.081,0.1
y,dot_15,26,0.097,0.092
c2y,dot_15,26,0.103,0.112
answer,dot_15,27,0.094,0.1
x,dot_15,27,0.15,0.088
c1x,dot_15,27,0.077,0.091
y,dot_15,27,0.094,0.088
c2y,dot_15,27,0.096,0.108
answer,dot_15,28,0.101,0.112
x,dot_15,28,0.139,0.085
c1x,dot_15,28,0.142,0.15
y,dot_15,28,0.144,0.154
c2y,dot_15,28,0.097,0.097
answer,dot_16,0,0.195,0.195
x,dot_16,0,0.127,0.127
c1x,dot_16,0,0.045,0.045
y,dot_16,0,0.048,0.048
c2y,dot_16,0,0.188,0.188
answer,dot_16,1,0.111,0.112
x,dot_16,1,0.109,0.081
c1x,dot_16,1,0.102,0.101
y,dot_16,1,0.102,0.096
c2y,dot_16,1,0.112,0.088
answer,dot_16,2,0.119,0.123
x,dot_16,2,0.105,0.089
c1x,dot_16,2,0.126,0.127
y,dot_16,2,0.123,0.128
c2y,dot_16,2,0.105,0.109
answer,dot_16,3,0.103,0.112
x,dot_16,3,0.097,0.085
c1x,dot_16,3,0.125,0.107
y,dot_16,3,0.119,0.117
c2y,dot_16,3,0.099,0.092
answer,dot_16,4,0.089,0.091
x,dot_16,4,0.083,0.102
c1x,dot_16,4,0.122,0.096
y,dot_16,4,0.112,0.116
c2y,dot_16,4,0.086,0.103
answer,dot_16,5,0.096,0.097
x,dot_16,5,0.095,0.112
c1x,dot_16,5,0.123,0.098
y,dot_16,5,0.112,0.11
c2y,dot_16,5,0.097,0.101
answer,dot_16,6,0.083,0.089
x,dot_16,6,0.089,0.096
c1x,dot_16,6,0.108,0.103
y,dot_16,6,0.107,0.1
c2y,dot_16,6,0.077,0.09
answer,dot_16,7,0.1,0.1
x,dot_16,7,0.091,0.101
c1x,dot_16,7,0.106,0.125
y,dot_16,7,0.116,0.112
c2y,dot_16,7,0.095,0.097
answer,dot_16,8,0.095,0.109
x,dot_16,8,0.101,0.096
c1x,dot_16,8,0.101,0.092
y,dot_16,8,0.11,0.105
c2y,dot_16,8,0.093,0.098
answer,dot_16,9,0.11,0.093
x,dot_16,9,0.101,0.114
c1x,dot_16,9,0.097,0.1
y,dot_16,9,0.097,0.115
c2y,dot_16,9,0.108,0.096
answer,dot_16,10,0.106,0.09
x,dot_16,10,0.09,0.105
c1x,dot_16,10,0.104,0.117
y,dot_16,10,0.099,0.106
c2y,dot_16,10,0.095,0.107
answer,dot_16,11,0.102,0.086
x,dot_16,11,0.094,0.118
c1x,dot_16,11,0.115,0.092
y,dot_16,11,0.104,0.11
c2y,dot_16,11,0.096,0.094
answer,dot_16,12,0.101,0.092
x,dot_16,12,0.092,0.109
c1x,dot_16,12,0.086,0.093
y,dot_16,12,0.086,0.091
c2y,dot_16,12,0.099,0.114
answer,dot_16,13,0.095,0.091
x,dot_16,13,0.092,0.096
c1x,dot_16,13,0.088,0.089
y,dot_16,13,0.089,0.102
c2y,dot_16,13,0.096,0.096
answer,dot_16,14,0.096,0.099
x,dot_16,14,0.099,0.081
c1x,dot_16,14,0.091,0.094
y,dot_16,14,0.08,0.088
c2y,dot_16,14,0.1,0.092
answer,dot_16,15,0.111,0.096
x,dot_16,15,0.1,0.119
c1x,dot_16,15,0.134,0.144
y,dot_16,15,0.124,0.127
c2y,dot_16,15,0.114,0.101
answer,dot_16,16,0.09,0.091
x,dot_16,16,0.094,0.096
c1x,dot_16,16,0.083,0.11
y,dot_16,16,0.084,0.1
c2y,dot_16,16,0.095,0.083
answer,dot_16,17,0.092,0.096
x,dot_16,17,0.09,0.096
c1x,dot_16,17,0.071,0.079
y,dot_16,17,0.072,0.082
c2y,dot_16,17,0.095,0.122
answer,dot_16,18,0.093,0.101
x,dot_16,18,0.082,0.095
c1x,dot_16,18,0.1,0.105
y,dot_16,18,0.098,0.113
c2y,dot_16,18,0.083,0.109
answer,dot_16,19,0.106,0.09
x,dot_16,19,0.087,0.105
c1x,dot_16,19,0.092,0.097
y,dot_16,19,0.091,0.103
c2y,dot_16,19,0.092,0.104
answer,dot_16,20,0.092,0.098
x,dot_16,20,0.094,0.101
c1x,dot_16,20,0.092,0.088
y,dot_16,20,0.086,0.097
c2y,dot_16,20,0.095,0.124
answer,dot_16,21,0.122,0.11
x,dot_16,21,0.092,0.083
c1x,dot_16,21,0.094,0.11
y,dot_16,21,0.098,0.093
c2y,dot_16,21,0.108,0.124
answer,dot_16,22,0.098,0.079
x,dot_16,22,0.092,0.09
c1x,dot_16,22,0.105,0.092
y,dot_16,22,0.098,0.09
c2y,dot_16,22,0.09,0.107
answer,dot_16,23,0.12,0.1
x,dot_16,23,0.29,0.094
c1x,dot_16,23,0.089,0.106
y,dot_16,23,0.094,0.128
c2y,dot_16,23,0.119,0.124
answer,dot_16,24,0.115,0.104
x,dot_16,24,0.452,0.101
c1x,dot_16,24,0.076,0.119
y,dot_16,24,0.088,0.128
c2y,dot_16,24,0.117,0.116
answer,dot_16,25,0.107,0.095
x,dot_16,25,0.427,0.102
c1x,dot_16,25,0.082,0.132
y,dot_16,25,0.097,0.117
c2y,dot_16,25,0.106,0.093
answer,dot_16,26,0.124,0.111
x,dot_16,26,0.501,0.092
c1x,dot_16,26,0.077,0.133
y,dot_16,26,0.092,0.11
c2y,dot_16,26,0.117,0.127
answer,dot_16,27,0.096,0.109
x,dot_16,27,0.258,0.098
c1x,dot_16,27,0.063,0.091
y,dot_16,27,0.072,0.078
c2y,dot_16,27,0.09,0.1
answer,dot_16,28,0.123,0.111
x,dot_16,28,0.18,0.089
c1x,dot_16,28,0.164,0.192
y,dot_16,28,0.159,0.178
c2y,dot_16,28,0.117,0.117
answer,dot_17,0,0.195,0.195
x,dot_17,0,0.127,0.127
c1x,dot_17,0,0.045,0.045
y,dot_17,0,0.048,0.048
c2y,dot_17,0,0.188,0.188
answer,dot_17,1,0.105,0.113
x,dot_17,1,0.109,0.079
c1x,dot_17,1,0.133,0.112
y,dot_17,1,0.128,0.117
c2y,dot_17,1,0.108,0.11
answer,dot_17,2,0.093,0.109
x,dot_17,2,0.088,0.095
c1x,dot_17,2,0.127,0.105
y,dot_17,2,0.129,0.127
c2y,dot_17,2,0.099,0.112
answer,dot_17,3,0.1,0.111
x,dot_17,3,0.088,0.092
c1x,dot_17,3,0.124,0.101
y,dot_17,3,0.105,0.108
c2y,dot_17,3,0.102,0.109
answer,dot_17,4,0.098,0.102
x,dot_17,4,0.102,0.093
c1x,dot_17,4,0.114,0.092
y,dot_17,4,0.101,0.107
c2y,dot_17,4,0.095,0.101
answer,dot_17,5,0.105,0.107
x,dot_17,5,0.087,0.095
c1x,dot_17,5,0.112,0.104
y,dot_17,5,0.107,0.104
c2y,dot_17,5,0.104,0.115
answer,dot_17,6,0.087,0.097
x,dot_17,6,0.092,0.099
c1x,dot_17,6,0.094,0.108
y,dot_17,6,0.102,0.095
c2y,dot_17,6,0.081,0.085
answer,dot_17,7,0.088,0.105
x,dot_17,7,0.092,0.099
c1x,dot_17,7,0.101,0.118
y,dot_17,7,0.109,0.102
c2y,dot_17,7,0.083,0.084
answer,dot_17,8,0.104,0.099
x,dot_17,8,0.083,0.089
c1x,dot_17,8,0.099,0.094
y,dot_17,8,0.109,0.099
c2y,dot_17,8,0.096,0.096
answer,dot_17,9,0.103,0.091
x,dot_17,9,0.115,0.112
c1x,dot_17,9,0.109,0.107
y,dot_17,9,0.117,0.12
c2y,dot_17,9,0.105,0.108
answer,dot_17,10,0.085,0.097
x,dot_17,10,0.092,0.121
c1x,dot_17,10,0.116,0.121
y,dot_17,10,0.119,0.134
c2y,dot_17,10,0.077,0.09
answer,dot_17,11,0.088,0.082
x,dot_17,11,0.082,0.09
c1x,dot_17,11,0.101,0.099
y,dot_17,11,0.106,0.102
c2y,dot_17,11,0.079,0.08
answer,dot_17,12,0.109,0.089
x,dot_17,12,0.083,0.089
c1x,dot_17,12,0.079,0.096
y,dot_17,12,0.076,0.104
c2y,dot_17,12,0.104,0.094
answer,dot_17,13,0.088,0.09
x,dot_17,13,0.088,0.081
c1x,dot_17,13,0.089,0.098
y,dot_17,13,0.087,0.112
c2y,dot_17,13,0.083,0.079
answer,dot_17,14,0.077,0.079
x,dot_17,14,0.086,0.084
c1x,dot_17,14,0.07,0.081
y,dot_17,14,0.09,0.09
c2y,dot_17,14,0.077,0.092
answer,dot_17,15,0.111,0.102
x,dot_17,15,0.096,0.091
c1x,dot_17,15,0.113,0.11
y,dot_17,15,0.111,0.118
c2y,dot_17,15,0.108,0.099
answer,dot_17,16,0.092,0.091
x,dot_17,16,0.099,0.077
c1x,dot_17,16,0.097,0.107
y,dot_17,16,0.096,0.103
c2y,dot_17,16,0.094,0.108
answer,dot_17,17,0.102,0.099
x,dot_17,17,0.083,0.076
c1x,dot_17,17,0.074,0.072
y,dot_17,17,0.07,0.069
c2y,dot_17,17,0.097,0.107
answer,dot_17,18,0.099,0.101
x,dot_17,18,0.086,0.078
c1x,dot_17,18,0.067,0.095
y,dot_17,18,0.073,0.09
c2y,dot_17,18,0.098,0.109
answer,dot_17,19,0.106,0.107
x,dot_17,19,0.082,0.097
c1x,dot_17,19,0.088,0.098
y,dot_17,19,0.098,0.105
c2y,dot_17,19,0.104,0.117
answer,dot_17,20,0.092,0.115
x,dot_17,20,0.078,0.095
c1x,dot_17,20,0.11,0.111
y,dot_17,20,0.097,0.11
c2y,dot_17,20,0.091,0.105
answer,dot_17,21,0.098,0.124
x,dot_17,21,0.088,0.095
c1x,dot_17,21,0.14,0.134
y,dot_17,21,0.128,0.124
c2y,dot_17,21,0.105,0.116
answer,dot_17,22,0.073,0.099
x,dot_17,22,0.091,0.1
c1x,dot_17,22,0.123,0.109
y,dot_17,22,0.125,0.12
c2y,dot_17,22,0.073,0.113
answer,dot_17,23,0.073,0.099
x,dot_17,23,0.148,0.103
c1x,dot_17,23,0.102,0.105
y,dot_17,23,0.112,0.107
c2y,dot_17,23,0.08,0.11
answer,dot_17,24,0.102,0.087
x,dot_17,24,0.339,0.11
c1x,dot_17,24,0.082,0.119
y,dot_17,24,0.091,0.109
c2y,dot_17,24,0.111,0.105
answer,dot_17,25,0.1,0.094
x,dot_17,25,0.381,0.11
c1x,dot_17,25,0.068,0.112
y,dot_17,25,0.077,0.102
c2y,dot_17,25,0.107,0.093
answer,dot_17,26,0.109,0.096
x,dot_17,26,0.422,0.118
c1x,dot_17,26,0.06,0.11
y,dot_17,26,0.078,0.096
c2y,dot_17,26,0.102,0.102
answer,dot_17,27,0.102,0.111
x,dot_17,27,0.239,0.101
c1x,dot_17,27,0.075,0.106
y,dot_17,27,0.084,0.104
c2y,dot_17,27,0.104,0.115
answer,dot_17,28,0.096,0.114
x,dot_17,28,0.219,0.088
c1x,dot_17,28,0.095,0.112
y,dot_17,28,0.095,0.101
c2y,dot_17,28,0.09,0.108
answer,dot_18,0,0.195,0.195
x,dot_18,0,0.127,0.127
c1x,dot_18,0,0.045,0.045
y,dot_18,0,0.048,0.048
c2y,dot_18,0,0.188,0.188
answer,dot_18,1,0.096,0.108
x,dot_18,1,0.107,0.092
c1x,dot_18,1,0.127,0.12
y,dot_18,1,0.135,0.118
c2y,dot_18,1,0.102,0.104
answer,dot_18,2,0.096,0.1
x,dot_18,2,0.086,0.088
c1x,dot_18,2,0.125,0.117
y,dot_18,2,0.122,0.123
c2y,dot_18,2,0.096,0.117
answer,dot_18,3,0.106,0.109
x,dot_18,3,0.094,0.089
c1x,dot_18,3,0.107,0.107
y,dot_18,3,0.101,0.096
c2y,dot_18,3,0.109,0.11
answer,dot_18,4,0.102,0.096
x,dot_18,4,0.093,0.104
c1x,dot_18,4,0.104,0.098
y,dot_18,4,0.1,0.116
c2y,dot_18,4,0.105,0.104
answer,dot_18,5,0.119,0.108
x,dot_18,5,0.099,0.097
c1x,dot_18,5,0.112,0.111
y,dot_18,5,0.105,0.107
c2y,dot_18,5,0.117,0.113
answer,dot_18,6,0.091,0.095
x,dot_18,6,0.093,0.085
c1x,dot_18,6,0.105,0.114
y,dot_18,6,0.116,0.1
c2y,dot_18,6,0.087,0.093
answer,dot_18,7,0.098,0.093
x,dot_18,7,0.092,0.099
c1x,dot_18,7,0.099,0.12
y,dot_18,7,0.115,0.1
c2y,dot_18,7,0.088,0.096
answer,dot_18,8,0.096,0.097
x,dot_18,8,0.096,0.087
c1x,dot_18,8,0.096,0.098
y,dot_18,8,0.108,0.097
c2y,dot_18,8,0.091,0.104
answer,dot_18,9,0.094,0.102
x,dot_18,9,0.102,0.111
c1x,dot_18,9,0.102,0.103
y,dot_18,9,0.116,0.115
c2y,dot_18,9,0.094,0.098
answer,dot_18,10,0.087,0.109
x,dot_18,10,0.095,0.114
c1x,dot_18,10,0.123,0.112
y,dot_18,10,0.119,0.113
c2y,dot_18,10,0.086,0.101
answer,dot_18,11,0.093,0.08
x,dot_18,11,0.073,0.099
c1x,dot_18,11,0.088,0.094
y,dot_18,11,0.106,0.09
c2y,dot_18,11,0.09,0.087
answer,dot_18,12,0.121,0.093
x,dot_18,12,0.086,0.091
c1x,dot_18,12,0.089,0.094
y,dot_18,12,0.084,0.112
c2y,dot_18,12,0.116,0.092
answer,dot_18,13,0.1,0.076
x,dot_18,13,0.079,0.092
c1x,dot_18,13,0.091,0.106
y,dot_18,13,0.086,0.093
c2y,dot_18,13,0.102,0.096
answer,dot_18,14,0.108,0.088
x,dot_18,14,0.086,0.1
c1x,dot_18,14,0.081,0.097
y,dot_18,14,0.092,0.095
c2y,dot_18,14,0.104,0.107
answer,dot_18,15,0.115,0.084
x,dot_18,15,0.102,0.096
c1x,dot_18,15,0.112,0.116
y,dot_18,15,0.11,0.114
c2y,dot_18,15,0.114,0.132
answer,dot_18,16,0.115,0.084
x,dot_18,16,0.101,0.087
c1x,dot_18,16,0.086,0.103
y,dot_18,16,0.086,0.091
c2y,dot_18,16,0.112,0.098
answer,dot_18,17,0.12,0.085
x,dot_18,17,0.101,0.093
c1x,dot_18,17,0.067,0.059
y,dot_18,17,0.064,0.065
c2y,dot_18,17,0.108,0.122
answer,dot_18,18,0.13,0.11
x,dot_18,18,0.102,0.083
c1x,dot_18,18,0.075,0.091
y,dot_18,18,0.077,0.07
c2y,dot_18,18,0.115,0.14
answer,dot_18,19,0.109,0.108
x,dot_18,19,0.099,0.107
c1x,dot_18,19,0.099,0.093
y,dot_18,19,0.1,0.108
c2y,dot_18,19,0.099,0.118
answer,dot_18,20,0.1,0.097
x,dot_18,20,0.102,0.103
c1x,dot_18,20,0.105,0.098
y,dot_18,20,0.097,0.098
c2y,dot_18,20,0.092,0.119
answer,dot_18,21,0.092,0.105
x,dot_18,21,0.101,0.106
c1x,dot_18,21,0.116,0.099
y,dot_18,21,0.118,0.112
c2y,dot_18,21,0.09,0.126
answer,dot_18,22,0.092,0.079
x,dot_18,22,0.104,0.1
c1x,dot_18,22,0.091,0.09
y,dot_18,22,0.098,0.094
c2y,dot_18,22,0.092,0.108
answer,dot_18,23,0.103,0.098
x,dot_18,23,0.179,0.107
c1x,dot_18,23,0.088,0.107
y,dot_18,23,0.103,0.115
c2y,dot_18,23,0.11,0.103
answer,dot_18,24,0.102,0.094
x,dot_18,24,0.26,0.118
c1x,dot_18,24,0.079,0.1
y,dot_18,24,0.084,0.108
c2y,dot_18,24,0.111,0.102
answer,dot_18,25,0.116,0.087
x,dot_18,25,0.258,0.116
c1x,dot_18,25,0.087,0.107
y,dot_18,25,0.097,0.11
c2y,dot_18,25,0.118,0.105
answer,dot_18,26,0.109,0.105
x,dot_18,26,0.276,0.116
c1x,dot_18,26,0.078,0.093
y,dot_18,26,0.081,0.097
c2y,dot_18,26,0.113,0.106
answer,dot_18,27,0.11,0.094
x,dot_18,27,0.167,0.095
c1x,dot_18,27,0.077,0.093
y,dot_18,27,0.086,0.089
c2y,dot_18,27,0.103,0.093
answer,dot_18,28,0.103,0.109
x,dot_18,28,0.158,0.097
c1x,dot_18,28,0.073,0.098
y,dot_18,28,0.075,0.085
c2y,dot_18,28,0.099,0.096
answer,dot_19,0,0.195,0.195
x,dot_19,0,0.127,0.127
c1x,dot_19,0,0.045,0.045
y,dot_19,0,0.048,0.048
c2y,dot_19,0,0.188,0.188
answer,dot_19,1,0.096,0.106
x,dot_19,1,0.111,0.093
c1x,dot_19,1,0.123,0.125
y,dot_19,1,0.119,0.109
c2y,dot_19,1,0.094,0.107
answer,dot_19,2,0.107,0.111
x,dot_19,2,0.104,0.092
c1x,dot_19,2,0.127,0.136
y,dot_19,2,0.122,0.118
c2y,dot_19,2,0.106,0.117
answer,dot_19,3,0.097,0.106
x,dot_19,3,0.105,0.092
c1x,dot_19,3,0.116,0.119
y,dot_19,3,0.106,0.093
c2y,dot_19,3,0.096,0.115
answer,dot_19,4,0.089,0.085
x,dot_19,4,0.101,0.098
c1x,dot_19,4,0.111,0.097
y,dot_19,4,0.094,0.092
c2y,dot_19,4,0.09,0.104
answer,dot_19,5,0.103,0.101
x,dot_19,5,0.102,0.1
c1x,dot_19,5,0.11,0.11
y,dot_19,5,0.113,0.112
c2y,dot_19,5,0.097,0.109
answer,dot_19,6,0.09,0.091
x,dot_19,6,0.094,0.083
c1x,dot_19,6,0.104,0.101
y,dot_19,6,0.106,0.097
c2y,dot_19,6,0.088,0.11
answer,dot_19,7,0.082,0.113
x,dot_19,7,0.103,0.107
c1x,dot_19,7,0.12,0.109
y,dot_19,7,0.127,0.098
c2y,dot_19,7,0.078,0.102
answer,dot_19,8,0.103,0.099
x,dot_19,8,0.083,0.084
c1x,dot_19,8,0.106,0.106
y,dot_19,8,0.105,0.095
c2y,dot_19,8,0.1,0.095
answer,dot_19,9,0.093,0.113
x,dot_19,9,0.098,0.123
c1x,dot_19,9,0.098,0.106
y,dot_19,9,0.11,0.114
c2y,dot_19,9,0.096,0.105
answer,dot_19,10,0.101,0.093
x,dot_19,10,0.084,0.121
c1x,dot_19,10,0.088,0.104
y,dot_19,10,0.099,0.103
c2y,dot_19,10,0.091,0.104
answer,dot_19,11,0.087,0.095
x,dot_19,11,0.081,0.101
c1x,dot_19,11,0.097,0.088
y,dot_19,11,0.091,0.098
c2y,dot_19,11,0.086,0.101
answer,dot_19,12,0.126,0.088
x,dot_19,12,0.083,0.104
c1x,dot_19,12,0.08,0.103
y,dot_19,12,0.078,0.113
c2y,dot_19,12,0.117,0.098
answer,dot_19,13,0.105,0.08
x,dot_19,13,0.078,0.086
c1x,dot_19,13,0.074,0.096
y,dot_19,13,0.076,0.099
c2y,dot_19,13,0.092,0.088
answer,dot_19,14,0.119,0.093
x,dot_19,14,0.101,0.072
c1x,dot_19,14,0.065,0.086
y,dot_19,14,0.069,0.095
c2y,dot_19,14,0.113,0.086
answer,dot_19,15,0.1,0.075
x,dot_19,15,0.09,0.09
c1x,dot_19,15,0.098,0.102
y,dot_19,15,0.096,0.111
c2y,dot_19,15,0.099,0.098
answer,dot_19,16,0.107,0.094
x,dot_19,16,0.097,0.086
c1x,dot_19,16,0.099,0.113
y,dot_19,16,0.102,0.126
c2y,dot_19,16,0.102,0.111
answer,dot_19,17,0.122,0.088
x,dot_19,17,0.109,0.089
c1x,dot_19,17,0.076,0.089
y,dot_19,17,0.07,0.082
c2y,dot_19,17,0.109,0.103
answer,dot_19,18,0.119,0.111
x,dot_19,18,0.102,0.095
c1x,dot_19,18,0.09,0.108
y,dot_19,18,0.085,0.108
c2y,dot_19,18,0.105,0.109
answer,dot_19,19,0.113,0.097
x,dot_19,19,0.1,0.105
c1x,dot_19,19,0.092,0.097
y,dot_19,19,0.081,0.116
c2y,dot_19,19,0.111,0.098
answer,dot_19,20,0.099,0.091
x,dot_19,20,0.096,0.102
c1x,dot_19,20,0.099,0.097
y,dot_19,20,0.098,0.105
c2y,dot_19,20,0.103,0.098
answer,dot_19,21,0.1,0.106
x,dot_19,21,0.098,0.102
c1x,dot_19,21,0.121,0.124
y,dot_19,21,0.128,0.146
c2y,dot_19,21,0.106,0.124
answer,dot_19,22,0.105,0.093
x,dot_19,22,0.096,0.113
c1x,dot_19,22,0.115,0.107
y,dot_19,22,0.112,0.129
c2y,dot_19,22,0.111,0.115
answer,dot_19,23,0.102,0.103
x,dot_19,23,0.092,0.094
c1x,dot_19,23,0.102,0.101
y,dot_19,23,0.106,0.111
c2y,dot_19,23,0.101,0.119
answer,dot_19,24,0.113,0.102
x,dot_19,24,0.115,0.103
c1x,dot_19,24,0.112,0.105
y,dot_19,24,0.107,0.101
c2y,dot_19,24,0.111,0.112
answer,dot_19,25,0.111,0.103
x,dot_19,25,0.145,0.105
c1x,dot_19,25,0.108,0.11
y,dot_19,25,0.097,0.104
c2y,dot_19,25,0.109,0.103
answer,dot_19,26,0.139,0.128
x,dot_19,26,0.165,0.109
c1x,dot_19,26,0.107,0.106
y,dot_19,26,0.106,0.128
c2y,dot_19,26,0.132,0.136
answer,dot_19,27,0.128,0.108
x,dot_19,27,0.114,0.113
c1x,dot_19,27,0.105,0.107
y,dot_19,27,0.112,0.125
c2y,dot_19,27,0.121,0.128
answer,dot_19,28,0.134,0.134
x,dot_19,28,0.122,0.123
c1x,dot_19,28,0.104,0.115
y,dot_19,28,0.111,0.103
c2y,dot_19,28,0.13,0.133
answer,dot_20,0,0.195,0.195
x,dot_20,0,0.127,0.127
c1x,dot_20,0,0.045,0.045
y,dot_20,0,0.048,0.048
c2y,dot_20,0,0.188,0.188
answer,dot_20,1,0.108,0.114
x,dot_20,1,0.112,0.098
c1x,dot_20,1,0.118,0.116
y,dot_20,1,0.126,0.097
c2y,dot_20,1,0.096,0.098
answer,dot_20,2,0.123,0.106
x,dot_20,2,0.113,0.094
c1x,dot_20,2,0.116,0.142
y,dot_20,2,0.113,0.114
c2y,dot_20,2,0.121,0.105
answer,dot_20,3,0.109,0.103
x,dot_20,3,0.11,0.103
c1x,dot_20,3,0.112,0.108
y,dot_20,3,0.107,0.1
c2y,dot_20,3,0.099,0.099
answer,dot_20,4,0.089,0.095
x,dot_20,4,0.116,0.104
c1x,dot_20,4,0.108,0.096
y,dot_20,4,0.108,0.094
c2y,dot_20,4,0.083,0.094
answer,dot_20,5,0.104,0.1
x,dot_20,5,0.107,0.096
c1x,dot_20,5,0.107,0.109
y,dot_20,5,0.11,0.109
c2y,dot_20,5,0.105,0.117
answer,dot_20,6,0.092,0.094
x,dot_20,6,0.101,0.104
c1x,dot_20,6,0.108,0.11
y,dot_20,6,0.103,0.091
c2y,dot_20,6,0.09,0.099
answer,dot_20,7,0.089,0.109
x,dot_20,7,0.102,0.091
c1x,dot_20,7,0.114,0.113
y,dot_20,7,0.124,0.1
c2y,dot_20,7,0.087,0.107
answer,dot_20,8,0.099,0.093
x,dot_20,8,0.102,0.086
c1x,dot_20,8,0.108,0.107
y,dot_20,8,0.118,0.102
c2y,dot_20,8,0.098,0.111
answer,dot_20,9,0.112,0.083
x,dot_20,9,0.111,0.107
c1x,dot_20,9,0.097,0.094
y,dot_20,9,0.11,0.107
c2y,dot_20,9,0.108,0.109
answer,dot_20,10,0.109,0.083
x,dot_20,10,0.091,0.103
c1x,dot_20,10,0.083,0.104
y,dot_20,10,0.088,0.105
c2y,dot_20,10,0.1,0.109
answer,dot_20,11,0.095,0.091
x,dot_20,11,0.079,0.098
c1x,dot_20,11,0.105,0.086
y,dot_20,11,0.094,0.101
c2y,dot_20,11,0.083,0.094
answer,dot_20,12,0.102,0.11
x,dot_20,12,0.096,0.104
